long1,lat,id1,statename,pcname,m_electors,f_electors,t_electors,m_voters,f_voters,t_voters,party1,sex_ratio_e,f_vote_turnout,m_vote_turnout,color,l_t,l_t1
79.589958,18.789923,12,Andhra Pradesh,Peddapalle,725765,699474,1425355,520741,500992,1021747,TRS,964,71.599998,71.800003,#ff3399,5,6.0315242
75.708397,30.21427,345,Punjab,Sangrur,758197,666535,1424743,583555,516181,1099736,AAAP,879,77.400002,77,red,3.5,6.0289345
82.382195,22.986471,110,Chhattisgarh,KORBA,729951,693664,1423729,545187,506882,1052069,,950,73.099998,74.699997,red,3.5,6.0246439
84.977997,25.101929,99,Bihar,Jahanabad,751585,671629,1423246,445501,365502,811003,BLSP,894,54.400002,59.299999,red,3.5,6.0226002
80.270866,13.143373,394,Tamil Nadu,Chennai North,707700,714428,1422392,463981,445554,909539,ADMK,1010,62.400002,65.599998,red,3.5,6.0189862
81.700592,16.994579,13,Andhra Pradesh,Rajahmundry,707152,714021,1421276,575432,574132,1149575,TDP,1010,80.400002,81.400002,yellow,3.5,6.0142636
77.605644,8.5573826,377,Tamil Nadu,Tirunelveli,705592,714823,1420435,468701,492310,961013,ADMK,1013,68.900002,66.400002,red,3.5,6.010705
77.850967,16.755157,38,Andhra Pradesh,Mahbubnagar,713064,705447,1418668,509912,499391,1009304,TRS,989,70.800003,71.5,#ff3399,3.5,6.0032277
82.234131,17.226692,27,Andhra Pradesh,Kakinada,709103,709050,1418290,555263,538635,1093933,TDP,1000,76,78.300003,yellow,3.5,6.0016284
73.103157,21.77643,141,Gujarat,Bharuch,734862,682658,1417548,562549,493760,1056319,BJP,929,72.300003,76.599998,#E69F19,3.5,5.9984884
76.714928,29.15152,156,Haryana,Sonipat,777824,639364,1417188,551189,434412,985601,BJP,822,67.900002,70.900002,#E69F19,3.5,5.9969649
84.188431,18.648098,9,Andhra Pradesh,Srikakulam,706347,707248,1413726,503114,543763,1046877,TDP,1001,76.900002,71.199997,yellow,3.5,5.9823151
84.697556,26.812534,68,Bihar,Paschim Champaran,769411,643703,1413148,469048,385593,854641,BJP,837,59.900002,61,#E69F19,3.5,5.9798694
78.717453,11.72418,391,Tamil Nadu,Kallakurichi,707219,705147,1412499,541221,562429,1103662,ADMK,997,79.800003,76.5,red,3.5,5.9771233
78.658989,10.011496,401,Tamil Nadu,Sivaganga,704489,707884,1412373,474734,551559,1026293,ADMK,1005,77.900002,67.400002,red,3.5,5.9765897
74.064293,22.936943,133,Gujarat,Dahod,712183,699578,1411765,466791,428519,895311,BJP,982,61.299999,65.5,#E69F19,3.5,5.9740171
84.510574,22.079777,320,Odisha,Sundargarh,718689,691817,1410532,515013,493933,1008946,,963,71.400002,71.699997,red,3.5,5.9687996
84.681084,19.660482,329,Odisha,Aska,750999,657756,1408780,449644,446046,895690,,876,67.800003,59.900002,red,3.5,5.9613857
88.409912,22.670879,542,West Bengal,Dum dum,715569,690401,1405981,590114,539290,1129404,AITC,965,78.099998,82.5,green,3.5,5.9495416
85.433311,19.915201,333,Odisha,Puri,742939,661592,1404581,568551,469388,1037939,,891,70.900002,76.5,red,3.5,5.9436173
83.520004,18.310116,26,Andhra Pradesh,Vizianagaram,700639,702984,1403736,554616,564891,1119507,TDP,1003,80.400002,79.199997,yellow,3.5,5.9400415
78.855492,22.121378,253,Madhya Pradesh,CHHINDWARA,722052,679956,1402038,584697,522618,1107315,INC,942,76.900002,81,#04C4FC,3.5,5.9328561
79.427979,13.002702,383,Tamil Nadu,Arakkonam,693100,708671,1401813,543169,543863,1087042,ADMK,1022,76.699997,78.400002,red,3.5,5.9319043
82.831581,17.666245,6,Andhra Pradesh,Anakapalli,689109,712301,1401474,561825,582294,1144120,TDP,1034,81.699997,81.5,yellow,3.5,5.9304695
77.769539,10.349936,382,Tamil Nadu,Dindigul,696160,704264,1400531,538102,544003,1082129,ADMK,1012,77.199997,77.300003,red,3.5,5.9264793
76.104584,30.708836,337,Punjab,Fatehgarh Sahib,740390,656554,1396957,551095,479741,1030836,AAAP,887,73.099998,74.400002,red,3.5,5.9113555
80.308327,15.879751,22,Andhra Pradesh,Bapatla,686494,706353,1392964,583921,594010,1177932,TDP,1029,84.099998,85.099998,yellow,3.5,5.8944588
88.085899,24.297934,517,West Bengal,Jangipur,714890,676753,1391656,559290,559068,1118358,INC,947,82.599998,78.199997,#04C4FC,3.5,5.8889241
88.119644,25.867285,540,West Bengal,Raiganj,724014,663479,1387526,563566,543020,1106586,CPM,916,81.800003,77.800003,#EC2434,3.5,5.8714476
75.414398,13.41318,191,Karnataka,Udupi Chikmagalur,679285,707947,1387294,510562,522488,1033051,BJP,1042,73.800003,75.199997,#E69F19,3.5,5.8704658
80.462212,17.914938,34,Andhra Pradesh,Mahabubabad,688341,698868,1387288,560443,560406,1120853,TRS,1015,80.199997,81.400002,#ff3399,3.5,5.8704405
78.848236,10.609274,406,Tamil Nadu,Tiruchirappalli,689228,697829,1387140,490711,494904,985655,ADMK,1012,70.900002,71.199997,red,3.5,5.8698139
79.513687,11.978337,399,Tamil Nadu,Viluppuram,694932,691942,1387007,535359,528788,1064158,ADMK,996,76.400002,77,red,3.5,5.8692513
78.812912,19.330114,28,Andhra Pradesh,Adilabad,687421,698717,1386282,518481,525482,1043965,TRS,1016,75.199997,75.400002,#ff3399,3.5,5.8661833
77.496017,9.1808376,376,Tamil Nadu,Tenkasi,688958,693084,1382081,489624,525986,1015613,ADMK,1006,75.900002,71.099998,red,3.5,5.8484063
77.05378,10.616227,407,Tamil Nadu,Pollachi,686943,694524,1381505,513435,496880,1010321,ADMK,1011,71.5,74.699997,red,3.5,5.8459692
78.032562,12.489073,385,Tamil Nadu,Krishnagiri,705468,674363,1379957,546295,522804,1069117,ADMK,956,77.5,77.400002,red,3.5,5.8394184
77.50631,11.50219,412,Tamil Nadu,Tiruppur,697730,677801,1375589,543168,505372,1048544,ADMK,971,74.599998,77.800003,red,3.5,5.8209348
85.472626,20.435141,327,Odisha,Cuttack,731912,639680,1371617,522746,455864,978610,,874,71.300003,71.400002,red,3.5,5.8041267
79.433517,12.469994,386,Tamil Nadu,Arani,683921,685715,1369668,546222,546279,1092502,ADMK,1003,79.699997,79.900002,red,3.5,5.7958794
80.983345,16.282227,19,Andhra Pradesh,Machilipatnam,675783,693423,1369311,564406,569695,1134104,TDP,1026,82.199997,83.5,yellow,3.5,5.7943687
73.642517,16.554113,298,Maharashtra,Ratnagiri - sindhudurg,665658,701697,1367362,444269,451748,896017,SHS,1054,64.400002,66.699997,#EC5B13,3.5,5.7861214
86.988083,21.594311,317,Odisha,Balasore,709342,656857,1366218,531346,516773,1048119,,926,78.699997,74.900002,red,3.5,5.7812805
79.311722,11.257182,393,Tamil Nadu,Chidambaram,686862,679307,1366190,530346,556097,1086444,ADMK,989,81.900002,77.199997,red,3.5,5.7811623
85.378647,20.943813,322,Odisha,Dhenkanal,722329,641088,1363471,551212,488983,1040200,,888,76.300003,76.300003,red,3.5,5.7696562
78.14946,12.064039,409,Tamil Nadu,Dharmapuri,696496,661700,1358273,567657,533724,1101416,PMK,950,80.699997,81.5,red,3.5,5.7476606
82.023911,16.665276,17,Andhra Pradesh,Amalapuram,682606,675208,1357865,565013,548900,1113914,TDP,989,81.300003,82.800003,yellow,3.5,5.745934
87.622101,24.801445,164,Jharkhand,Rajmahal,691403,662063,1353467,490824,460471,951295,JMM,958,69.599998,71,red,3.5,5.7273235
78.880653,12.349769,387,Tamil Nadu,Tiruvannamalai,675321,677622,1352966,527265,536809,1064076,ADMK,1003,79.199997,78.099998,red,3.5,5.7252035
78.471245,30.811068,418,Uttarakhand,Tehri Garhwal,711671,640943,1352614,400041,370827,770868,BJP,901,57.900002,56.200001,#E69F19,3.5,5.7237139
77.908119,9.5520887,411,Tamil Nadu,Virudhunagar,669589,680818,1350495,496203,512880,1009119,ADMK,1017,75.300003,74.099998,red,3.5,5.7147474
79.557571,11.060841,380,Tamil Nadu,Mayiladuthurai,679940,670377,1350318,503104,520845,1023950,ADMK,986,77.699997,74,red,3.5,5.7139983
87.97554,24.901731,539,West Bengal,Maldaha Dakshin,692386,654741,1347143,545088,544292,1089380,INC,946,83.099998,78.699997,#04C4FC,3.5,5.700563
85.795799,21.547674,318,Odisha,Keonjhar,691369,655285,1346683,550293,532437,1082730,,948,81.300003,79.599998,red,3.5,5.6986165
79.230629,10.581463,405,Tamil Nadu,Thanjavur,662571,677465,1340050,480904,528697,1009604,ADMK,1022,78,72.599998,red,3.5,5.6705484
84.351532,19.212257,334,Odisha,Berhampur,680089,654171,1334268,450468,454066,904534,,962,69.400002,66.199997,red,3.5,5.646081
78.120941,11.342834,404,Tamil Nadu,Namakkal,661113,668368,1329552,532212,526436,1058676,ADMK,1011,78.800003,80.5,red,3.5,5.6261249
80.247116,13.07283,395,Tamil Nadu,Chennai central,665282,662504,1328038,421903,392161,814079,ADMK,996,59.200001,63.400002,red,3.5,5.6197186
86.433365,21.982822,319,Odisha,Mayurbhanj,670100,657438,1327555,522251,528655,1050906,,981,80.400002,77.900002,red,3.5,5.6176744
81.596146,16.598112,15,Andhra Pradesh,Narsapuram,652598,672304,1325028,536507,546670,1083177,BJP,1030,81.300003,82.199997,#E69F19,3.5,5.6069813
76.904396,9.3417521,212,Kerala,Pathanamthitta,631495,692411,1323906,425887,444099,869986,INC,1096,64.099998,67.400002,#04C4FC,3.5,5.6022334
77.630463,10.986548,375,Tamil Nadu,Erode,656661,664670,1321399,510564,495852,1006429,ADMK,1012,74.599998,77.800003,red,3.5,5.5916247
84.623749,23.948668,173,Jharkhand,Chatra,696501,616060,1312562,383214,329747,712961,BJP,885,53.5,55,#E69F19,3.5,5.5542302
78.834297,12.822353,389,Tamil Nadu,Vellore,652066,660173,1312259,483341,490341,973687,ADMK,1012,74.300003,74.099998,red,3.5,5.552948
78.004295,8.8908653,396,Tamil Nadu,Thoothukkudi,651207,659197,1310406,448396,466414,914811,ADMK,1012,70.800003,68.900002,red,3.5,5.5451069
86.152191,20.855932,315,Odisha,Jajpur,696385,607337,1303733,522476,456676,979152,,872,75.199997,75,red,3.5,5.5168695
75.120026,33.788433,179,Jammu & Kashmir,Anantnag,685000,616104,1301143,211595,163643,375238,JKPDP,899,26.6,30.9,red,3.5,5.5059094
83.192734,19.089138,332,Odisha,Koraput,629268,671019,1300437,485037,504205,989243,,1066,75.099998,77.099998,red,3.5,5.5029221
78.219322,10.676721,408,Tamil Nadu,Karur,641693,656598,1298322,510504,533334,1043857,ADMK,1023,81.199997,79.599998,red,3.5,5.4939723
81.281883,18.95079,109,Chhattisgarh,BASTAR,632842,665241,1298083,386189,383710,769899,,1051,57.700001,61,red,3.5,5.4929609
82.170158,18.901768,331,Odisha,Nabarangpur,645875,651286,1297210,512473,509104,1021577,,1008,78.199997,79.300003,red,3.5,5.4892669
84.515327,21.296995,316,Odisha,Sambalpur,669036,627982,1297098,504240,476826,981068,,939,75.900002,75.400002,red,3.5,5.4887929
88.464714,22.836985,533,West Bengal,Barrackpore,682366,604844,1287222,567286,481436,1048722,AITC,886,79.599998,83.099998,green,3.5,5.4470015
78.631561,11.080791,381,Tamil Nadu,Perambalur,634391,651159,1285576,498647,528957,1027622,ADMK,1026,81.199997,78.599998,red,3.5,5.4400363
76.258171,10.474305,216,Kerala,Thrissur,606518,668770,1275288,433933,485624,919557,CPI,1103,72.599998,71.5,red,3.5,5.3965015
87.123764,24.16205,165,Jharkhand,Dumka,658403,614641,1273049,466619,435895,902514,JMM,934,70.900002,70.900002,red,3.5,5.3870273
77.080917,8.4659462,214,Kerala,Thiruvananthapuram,614438,658310,1272748,433243,437404,870647,INC,1071,66.400002,70.5,#04C4FC,3.5,5.3857536
82.606361,18.088041,3,Andhra Pradesh,Aruku,622101,650158,1272340,450038,456802,906864,YSRCP,1045,70.300003,72.300003,#041444,3.5,5.384027
76.412788,9.4434958,225,Kerala,Alappuzha,611877,659447,1271324,477034,517975,995009,INC,1078,78.5,78,#04C4FC,3.5,5.3797278
76.915077,11.465066,392,Tamil Nadu,Nilgiris,629707,639433,1269173,472256,458764,931024,ADMK,1015,71.699997,75,red,3.5,5.3706255
79.172012,30.237717,419,Uttarakhand,Garhwal,651868,615350,1267218,320955,357047,678002,BJP,944,58,49.200001,#E69F19,3.5,5.3623528
93.020622,26.799097,49,Assam,Tezpur,654866,604702,1259568,505481,475043,980524,BJP,923,78.599998,77.199997,#E69F19,3.5,5.3299809
76.312752,32.454079,149,Himachal Pradesh,Kangra,645888,612713,1258601,389575,408414,797989,BJP,949,66.699997,60.299999,#E69F19,3.5,5.3258891
88.522263,25.374611,518,West Bengal,Balurghat,653841,600646,1254497,548053,513027,1061080,AITC,919,85.400002,83.800003,green,3.5,5.3085227
80.054619,29.899473,416,Uttarakhand,Almora,639362,614162,1253541,316094,339409,655504,BJP,961,55.299999,49.400002,#E69F19,3.5,5.3044772
76.655235,9.1999798,213,Kerala,Mavelikkara,592702,659966,1252668,416193,470987,887180,INC,1113,71.400002,70.199997,#04C4FC,3.5,5.3007832
76.98513,8.6731596,219,Kerala,Attingal,575780,675618,1251398,394491,462016,856507,CPM,1173,68.400002,68.5,#EC2434,3.5,5.2954087
76.161064,11.520476,229,Kerala,Wayanad,614822,634598,1249420,454055,460171,914226,INC,1032,72.5,73.900002,#04C4FC,3.5,5.2870388
91.419067,23.60775,415,Tripura,Tripura West,635974,612572,1248546,543278,523020,1066298,CPM,963,85.400002,85.400002,#EC2434,3.5,5.2833405
79.384407,11.599905,400,Tamil Nadu,Cuddalore,625652,622218,1247908,485201,497002,982208,ADMK,995,79.900002,77.599998,red,3.5,5.2806406
76.400154,31.623213,148,Himachal Pradesh,Hamirpur,633572,614126,1247699,394620,438467,833087,BJP,969,71.400002,62.299999,#E69F19,3.5,5.2797561
75.187943,12.387557,218,Kerala,Kasaragod,595047,648683,1243730,459280,514333,973613,CPM,1090,79.300003,77.199997,#EC2434,3.5,5.2629609
76.936142,8.9189138,227,Kerala,Kollam,575296,644119,1219415,406898,469024,875922,RSP,1120,72.800003,70.699997,red,3.5,5.1600699
76.539658,10.60682,217,Kerala,Alathur,591950,624401,1216351,452923,474384,927307,CPM,1055,76,76.5,#EC2434,3.5,5.1471043
79.649696,10.645762,397,Tamil Nadu,Nagapattinam,606339,604280,1210626,452899,486855,939756,ADMK,997,80.599998,74.699997,red,3.5,5.1228786
76.517311,10.941388,215,Kerala,Palakkad,587366,621360,1208726,444249,465167,909416,CPM,1058,74.900002,75.599998,#EC2434,3.5,5.1148381
74.856308,34.116341,178,Jammu & Kashmir,Srinagar,631520,575702,1207230,178779,133429,312208,JKPDP,912,23.200001,28.299999,red,3.5,5.1085076
76.104225,11.070609,211,Kerala,Malappuram,598207,600237,1198444,415672,437264,852936,IUML,1003,72.800003,69.5,red,3.5,5.0713291
74.513016,34.431744,180,Jammu & Kashmir,Baramulla,624014,566724,1190766,256288,209691,465979,JKPDP,908,37,41.099998,red,3.5,5.0388389
94.638702,26.891426,48,Assam,Jorhat,611283,578203,1189486,483784,447088,930872,BJP,946,77.300003,79.099998,#E69F19,3.5,5.0334225
94.469971,26.061674,313,Nagaland,Nagaland,600518,582454,1182972,528703,510521,1039224,NPF,970,87.699997,88,red,3.5,5.0058579
75.697906,11.657754,220,Kerala,Vadakara,561168,621336,1182504,436972,520810,957782,INC,1107,83.800003,77.900002,#04C4FC,3.5,5.0038776
75.862206,11.384003,221,Kerala,Kozhikode,571709,610775,1182484,456299,484028,940327,INC,1068,79.199997,79.800003,#04C4FC,3.5,5.0037928
76.008804,10.864844,230,Kerala,Ponnani,574106,606683,1180789,405012,466307,871319,IUML,1057,76.900002,70.5,red,3.5,4.9966202
75.576332,11.993821,222,Kerala,Kannur,548454,621812,1170266,438891,506993,945884,CPM,1134,81.5,80,#EC2434,3.5,4.9520912
92.474388,24.552464,55,Assam,Karimganj,615198,550799,1165997,481673,404641,886314,AIUDF,895,73.5,78.300003,red,3.5,4.9340267
76.568237,9.7238245,226,Kerala,Kottayam,573572,587893,1161465,426604,404356,830960,KEC(M),1025,68.800003,74.400002,red,3.5,4.9148488
76.989792,9.8976946,224,Kerala,Idukki,578849,579886,1158735,424879,394103,818982,IND,1002,68,73.400002,red,3.5,4.9032965
76.282761,10.034523,228,Kerala,Ernakulam,565836,590656,1156492,428604,421361,849965,INC,1044,71.300003,75.699997,#04C4FC,3.5,4.893805
77.399681,30.968246,150,Himachal Pradesh,Shimla,607137,546225,1153363,403062,333715,736777,BJP,900,61.099998,66.400002,#E69F19,3.5,4.8805647
85.565918,22.442068,163,Jharkhand,Singhbhum,583330,569300,1152632,403571,391653,795224,BJP,976,68.800003,69.199997,#E69F19,3.5,4.8774714
76.467117,10.220501,223,Kerala,Chalakudy,565083,585414,1150497,437197,446915,884112,IND,1036,76.300003,77.400002,red,3.5,4.8684368
77.603195,32.078419,151,Himachal Pradesh,Mandi,587833,562575,1150408,377093,347977,725070,BJP,957,61.900002,64.099998,#E69F19,3.5,4.8680601
84.241203,20.254242,325,Odisha,Kandhamal,582340,561228,1143602,422515,416406,838921,,964,74.199997,72.599998,red,3.5,4.8392601
91.887802,23.806429,414,Tripura,Tripura East,581604,558672,1140276,486129,459313,945442,CPM,961,82.199997,83.599998,#EC2434,3.5,4.8251858
95.262108,27.372364,47,Assam,Dibrugarh,579658,544647,1124305,462187,428637,890824,BJP,940,78.699997,79.699997,#E69F19,3.5,4.7576027
84.633644,23.234928,171,Jharkhand,Lohardaga,578880,540264,1119144,333825,317508,651333,BJP,933,58.799999,57.700001,#E69F19,3.5,4.7357635
85.021484,22.789576,172,Jharkhand,Khunti,565457,546398,1111856,373314,364162,737476,BJP,966,66.599998,66,#E69F19,3.5,4.7049236
92.862053,24.813927,56,Assam,Silchar,554540,505558,1060175,428972,370918,799890,INC,912,73.400002,77.400002,#04C4FC,3.5,4.4862309
91.772461,25.514271,263,Meghalaya,Shillong,480409,500331,980740,292971,326895,619866,INC,1041,65.300003,61,#04C4FC,3.5,4.150094
93.881248,24.734163,232,Manipur,Outer manipur,454314,464695,919009,379493,393746,773239,INC,1023,84.699997,83.5,#04C4FC,3.5,3.8888733
79.756508,11.926641,348,Puducherry,Puducherry,432048,469289,901357,351544,388189,739750,AINRC,1086,82.699997,81.400002,red,3.5,3.8141773
93.893829,24.720222,231,Manipur,Inner manipur,417103,438257,855360,307043,334205,641248,INC,1051,76.300003,73.599998,#04C4FC,3.5,3.6195366
93.112198,25.84598,53,Assam,Autonomous District,359058,343172,702230,279451,263869,543320,INC,956,76.900002,77.800003,#04C4FC,3.5,2.9715526
92.836777,23.306585,312,Mizoram,MIZORAM,346219,355951,702170,212673,213477,426150,INC,1028,60,61.400002,#04C4FC,3.5,2.9712987
76.781471,30.730057,111,Chandigarh,CHANDIGARH,333621,281593,615214,244907,208415,453322,BJP,844,74,73.400002,#E69F19,3.5,2.6033361
90.42305,25.572458,262,Meghalaya,Tura,297230,289271,586501,232357,225763,458120,NPEP,973,78,78.199997,red,3.5,2.5
74.11055,15.211731,121,Goa,South Goa,272438,272898,545336,195128,214329,409457,BJP,1002,78.5,71.599998,#E69F19,3.5,2.5
73.974724,15.575136,122,Goa,North Goa,255870,259571,515441,199489,205701,405190,BJP,1014,79.199997,78,#E69F19,3.5,2.5
95.87429,28.240156,44,Arunachal Pradesh,ARUNACHAL WEST,219415,227225,446640,155623,170663,326286,BJP,1036,75.099998,70.900002,#E69F19,3.5,2.5
88.477348,27.571156,374,Sikkim,Sikkim,191017,179753,370770,153370,146197,299567,SDF,941,81.300003,80.300003,red,3.5,2.5
93.476967,27.829809,45,Arunachal Pradesh,ARUNACHAL EAST,160151,152553,312704,126888,128574,255462,INC,953,84.300003,79.199997,#04C4FC,3.5,2.5
92.875061,12.903172,1,Andaman & Nicobar Islands,Andaman & Nicobar Islands,142783,126577,269360,101129,89084,190213,BJP,886,70.400002,70.800003,#E69F19,3.5,2.5
73.070656,20.195053,120,Dadra & Nagar Haveli,Dadar & Nagar Haveli,106203,90394,196597,87792,77494,165286,BJP,851,85.699997,82.699997,#E69F19,3.5,2.5
77.523857,33.901825,176,Jammu & Kashmir,Ladakh,86256,80503,166763,57162,60002,117164,BJP,933,74.5,66.300003,#E69F19,3.5,2.5
72.852356,20.414064,112,Daman & Diu,Daman & diu,57011,54816,111827,42355,44873,87228,BJP,961,81.900002,74.300003,#E69F19,3.5,2.5
74.042969,11.27695,544,Lakshadweep,Lakshadweep,25433,24489,49922,21584,21655,43239,NCP,963,88.400002,84.900002,blue,3.5,2.5
